borrowerId,borrowerFname,borrowerMname,borroweLname,borrowerStreet,borrowerCity,borrowerState,borrowerZip,borrowerDOB,borrowerRace,borrowerEthnicity,borrowerGender,borrowerAnnualIncomeUSD
851,MELVA,NULL,Albritton,1950 3RD STREET,LA VERNE,CA,91750,3/30/1997,White,African American,Female,61469
852,LAWANDA,NULL,Aiken,POST OFFICE BOX 3000,SUSANVILLE,CA,96130,4/2/1998,Black,African American,Male,14859
853,YESENIA,NULL,Annarino,11139 ANDERSON STREET,LOMA LINDA,CA,92350,10/21/1976,White,African American,Female,37647
854,NADIA,NULL,Beaupre,4901 EAST CARSON STREET,LONG BEACH,CA,90808,2/13/1993,White,African American,Female,22077
855,MADGE,NULL,Barries,21726 PLACERITA CYN ROAD,SANTA CLARITA,CA,91321,3/4/2001,White,African American,Male,34076
856,KATHIE,NULL,Anguiano,1301 AVENIDA CESAR CHAVEZ,MONTEREY PARK,CA,91754,9/15/1986,White,African American,Male,86105
857,EDDIE,NULL,Bekker,855 N. VERMONT AVE,LOS ANGELES,CA,90029,5/10/1991,White,African American,Male,19121
858,OPHELIA,NULL,Allin,1111 FIGUEROA PLACE,WILMINGTON,CA,90744,3/6/1975,White,Asian American,Male,26606
859,VALERIA,NULL,Benafield,6201 WINNETKA AVE,WOODLAND HILLS,CA,91371,9/17/2001,Hispanic,Asian American,Male,22227
860,NONA,NULL,Bauza,400 WEST WASHINGTON BLVD,LOS ANGELES,CA,90015,7/31/1986,White,Asian American,Male,42423
861,MITZI,NULL,Batiste,5800 FULTON AVE,VALLEY GLEN,CA,91401,11/28/1992,Unknown,Asian American,Male,74571
862,MARI,NULL,Barriere,16200 EAST AMBER VALLEY DR,WHITTIER,CA,90604,5/5/1980,White,Asian American,Male,12819
863,GEORGETTE,NULL,Abelson,2575 YORBA LINDA BOULEVARD,FULLERTON,CA,92831,4/12/1990,White,Asian American,Female,87893
864,CLAUDINE,NULL,Adamsen,4700 COLLEGE OAK DR,SACRAMENTO,CA,95841,6/18/1990,Hispanic,Asian American,Male,51732
865,FRAN,NULL,Beedy,3835 FREEPORT BLVD,SACRAMENTO,CA,95822,8/25/1986,White,Asian American,Male,51645
866,ALISSA,NULL,Baggette,ONE LMU DRIVE SUITE 200,LOS ANGELES,CA,90045,10/29/1984,White,Asian American,Female,70434
867,ROSEANN,NULL,Benda,1000 EL CAMINO REAL,ATHERTON,CA,94027,8/16/1977,White,Asian American,Male,68051
868,LAKEISHA,NULL,Bergan,3600 M STREET,MERCED,CA,95348,6/10/1992,White,Asian American,Male,44467
869,SUSANNA,NULL,Barnicle,5000 MACARTHUR BLVD,OAKLAND,CA,94613,1/23/1997,White,Asian American,Male,75391
870,REVA,NULL,Adolphe,ONE BARNARD DRIVE,OCEANSIDE,CA,92056,7/26/1977,White,Asian American,Female,57033
871,DEIDRE,NULL,Baccari,435 COLLEGE AVE,MODESTO,CA,95350,4/5/1984,White,Asian American,Male,63849
872,CHASITY,NULL,Alampi,425 VAN BUREN STREET,MONTEREY,CA,93940,10/8/1992,White,Asian American,Male,49486
873,SHEREE,NULL,Ahal,980 FREMONT STREET,MONTEREY,CA,93940,10/8/1984,White,Asian American,Female,49137
874,CARLY,NULL,Abson,12001 CHALON ROAD,LOS ANGELES,CA,90049,4/11/1991,Hispanic,Asian American,Female,35780
875,JAMES,NULL,Ambrosone,1100 N GRAND AVE - FIN AID,WALNUT,CA,91789,1/12/1995,White,Asian American,Male,89090
876,ELVIA,NULL,Azahar,1499 N STATE STREET,SAN JACINTO,CA,92583,12/15/1975,Hispanic,Asian American,Male,60828
877,ALYCE,G,Beilman,2277 NAPA VALLEJO HWY,NAPA,CA,94558,5/9/1976,White,Asian American,Male,61934
878,DEIRDRE,NULL,Baites,1600 CAMPUS ROAD,LOS ANGELES,CA,90041,8/21/1981,White,Asian American,Male,84664
879,GENA,NULL,Babiracki,2701 FAIRVIEW ROAD  BOX 5005,COSTA MESA,CA,92628,1/16/1982,White,Asian American,Male,70855
880,BRIANA,NULL,Alphonso,9045 LINCOLN BLVD,LOS ANGELES,CA,90045,6/19/1975,White,Asian American,Female,89129
881,ARACELI,NULL,Alvin,2500 E. NUTWOOD AVENUE,FULLERTON,CA,92631,3/28/1977,White,Asian American,Male,19472
882,KATELYN,NULL,Acal,1717 S CHESTNUT AVE,FRESNO,CA,93702,9/8/1981,White,Asian American,Male,24470
883,ROSANNE,NULL,Alverest,55 EUREKA STREET,PASADENA,CA,91103,6/13/1989,Hispanic,Asian American,Male,11908
884,WENDI,NULL,Anable,4307 Westbrooke Street,ANGWIN,CA,94508,11/21/1978,White,Asian American,Male,45013
885,TESSA,NULL,Baena,ONE COLLEGE DRIVE,BLYTHE,CA,92225,1/31/1978,White,Asian American,Male,70701
886,BERTA,NULL,Bemboom,1140 WEST MISSION ROAD,SAN MARCOS,CA,92069,12/18/1994,White,Asian American,Male,17849
887,MARVA,NULL,Agan,1570 E COLORADO BLVD,PASADENA,CA,91106,2/18/1993,White,Asian American,Female,19745
888,IMELDA,NULL,Bartlett,3900 LOMALAND DR,SAN DIEGO,CA,92106,7/10/1977,Hispanic,Asian American,Male,41261
889,MARIETTA,NULL,Bax,24255 PACIFIC COAST HWY,MALIBU,CA,90263,7/19/1975,White,Asian American,Male,37163
890,MARCI,NULL,Awong,900 FALLON ST,OAKLAND,CA,94607,3/24/1978,Black,Asian American,Female,59565
891,LEONOR,NULL,Akinyooye,12500 CAMPUS DRIVE,OAKLAND,CA,94619,8/24/1985,White,Asian American,Male,42478
892,ARLINE,NULL,Amel,100 EAST COLLEGE AVE,PORTERVILLE,CA,93257,4/8/1979,White,Asian American,Female,19000
893,SASHA,NULL,Badamo,3600 WORKMAN MILL ROAD,WHITTIER,CA,90601,12/9/1992,White,Asian American,Male,40507
894,MADELYN,NULL,Adell,4800 MAGNOLIA AVE,RIVERSIDE,CA,92506,4/8/1980,White,Asian American,Male,47938
895,JANNA,NULL,Auter,701 SOUTH MOUNT VERNON AVENUE,SAN BERNARDINO,CA,92410,9/24/1981,White,Asian American,Female,64527
896,JULIETTE,NULL,Annuzzi,1313 PARK BOULEVARD,SAN DIEGO,CA,92101,3/15/1994,White,Asian American,Male,61371
897,DEENA,NULL,Allessio,7250 MESA COLLEGE DRIVE,SAN DIEGO,CA,92111,8/2/1992,White,Asian American,Female,42992
898,AURELIA,NULL,Amaker,1201 ORTEGA STREET,SAN FRANCISCO,CA,94122,3/23/1995,Hispanic,Asian American,Female,27145
899,JOSEFA,NULL,Altamiruno,5151 PACIFIC AVENUE,STOCKTON,CA,95207,10/6/1989,White,Asian American,Female,35135
900,AUGUSTA,NULL,Agena,333 SUNSET BOULEVARD,ROCKLIN,CA,95765,12/8/1989,Hispanic,Asian American,Female,12640
901,LILIANA,NULL,Andino,2100 MOORPARK AVE - FIN AID,SAN JOSE,CA,95128,1/24/1990,White,Asian American,Male,49138
902,YOUNG,NULL,Baty,1530 W. 17TH STREET,SANTA ANA,CA,92706,3/3/1975,White,Asian American,Male,49828
903,CHRISTIAN,NULL,Badura,721 CLIFF DRIVE,SANTA BARBARA,CA,93109,8/6/1985,White,Asian American,Female,89921
904,LESSIE,NULL,Bennerson,1900 PICO BLVD,SANTA MONICA,CA,90405,9/14/1987,White,Asian American,Male,53104
905,AMALIA,NULL,Auckley,1501 MENDOCINO AVE,SANTA ROSA,CA,95401,5/7/1983,White,Asian American,Male,78023
906,SAVANNAH,NULL,Belman,PO BOX 496006,REDDING,CA,96049,9/21/1981,White,Asian American,Male,55361
907,ANASTASIA,NULL,Amboise,5000 ROCKLIN ROAD,ROCKLIN,CA,95677,6/6/1997,White,Asian American,Male,13663
908,VILMA,NULL,Basha,2211 COLLEGE VIEW DR,REDDING,CA,96003,9/11/1992,White,Asian American,Female,51471
909,NATALIA,J,Andreadis,4000 SUISUN VALLEY ROAD,FAIRFIELD,CA,94534,2/5/1998,White,Asian American,Male,26957
910,ROSELLA,NULL,Afflick,55 FAIR DRIVE,COSTA MESA,CA,92626,6/2/1977,Hispanic,Asian American,Female,18447
911,LYNNETTE,NULL,Bardoner,900 OTAY LAKES ROAD,CHULA VISTA,CA,91910,7/20/1997,White,Asian American,Female,44364
912,CORINA,NULL,Amescua,1928 SAINT MARYS ROAD,MORAGA,CA,94556,10/25/1992,White,Asian American,Male,74555
913,ALFREDA,NULL,Berardi,4303 College Main Street,STANFORD,CA,94305,6/3/1993,White,Asian American,Male,40433
914,LEANNA,NULL,Barbaria,1101 E UNIVERSITY,FRESNO,CA,93741,11/23/1983,Hispanic,Asian American,Female,86468
915,CAREY,NULL,Abdulmateen,995 N. REED AVENUE,REEDLEY,CA,93654,8/8/1981,White,Asian American,Male,23183
916,AMPARO,NULL,Alexandra,29 EMMONS PARK DRIVE,TAFT,CA,93268,7/24/1990,White,Asian American,Female,80470
917,COLEEN,NULL,Aja,200 CALIFORNIA HALL,BERKELEY,CA,94720,9/5/1990,White,Asian American,Male,34752
918,TAMRA,NULL,Ahhee,ONE SHIELDS AVENUE,DAVIS,CA,95616,2/20/1993,White,Asian American,Male,54212
919,AISHA,NULL,Ancar,501 ALDRICH HALL,IRVINE,CA,92697,4/26/1986,White,Asian American,Male,39404
920,WILDA,NULL,Autio,405 HILGARD   A129 MURPHY HALL,LOS ANGELES,CA,90095,7/7/1994,Black,Asian American,Male,69427
921,KARYN,NULL,Bachta,4302 College Main Street,RIVERSIDE,CA,92521,4/21/1977,White,Asian American,Female,28690
922,CHERRY,NULL,Bazar,9500 GILMAN DR,LA JOLLA,CA,92093,12/26/2000,White,Asian American,Female,42100
923,QUEEN,NULL,Barsotti,STUDENT FINANCIAL SERVICES,SAN FRANCISCO,CA,94143,6/18/1994,White,Asian American,Male,61964
924,MAURA,NULL,Asbury,5221 CHEADLE HALL,SANTA BARBARA,CA,93106,7/29/1997,White,Asian American,Male,74776
925,MAI,NULL,Barcley,1156 HIGH STREET,SANTA CRUZ,CA,95064,6/14/1994,White,Asian American,Male,29166
926,EVANGELINA,NULL,Allanson,1200 E COLTON AVE,REDLANDS,CA,92373,4/9/1991,White,Asian American,Male,51082
927,ROSANNA,NULL,Amoako,2130 FULTON STREET,SAN FRANCISCO,CA,94117,5/30/1987,Black,Asian American,Male,83165
928,HALLIE,NULL,Armstong,500 EL CAMINO REAL,SANTA CLARA,CA,95053,12/20/1982,White,Asian American,Female,19462
929,ERNA,NULL,Andrada,UNIVERSITY PARK CAMPUS,LOS ANGELES,CA,90089,2/23/1985,White,Asian American,Female,15830
930,ENID,NULL,Ashenfelter,3601 PACIFIC AVENUE,STOCKTON,CA,95211,11/13/1976,White,Asian American,Female,62537
931,MARIANA,NULL,Ahaus,4667 TELEGRAPH ROAD,VENTURA,CA,93003,6/14/1983,White,Asian American,Female,76363
932,LACY,NULL,Angelone,18422 BEAR VALLEY ROAD,VICTORVILLE,CA,92395,9/25/2000,White,Asian American,Male,80633
933,JULIET,NULL,Aberle,14000 FRUITVALE AVENUE,SARATOGA,CA,95070,10/23/1995,White,Asian American,Male,17555
934,JACKLYN,NULL,Below,5000 DEER PARK DRIVE SE,SALEM,OR,97301,5/23/1981,White,Asian American,Male,56339
935,FREIDA,NULL,Beames,955 LA PAZ RD,SANTA BARBARA,CA,93108,5/7/1986,White,Asian American,Male,28758
936,MADELEINE,NULL,Benno,13406 E PHILADELPHIA STREET,WHITTIER,CA,90601,1/24/1987,White,Asian American,Female,30999
937,MARA,NULL,Acampora,7500 N. GLENOAKS BLVD.,BURBANK,CA,91510,1/2/1996,White,Asian American,Male,78650
938,HESTER,NULL,Arnzen,2088 NORTH BEALE RD,MARYSVILLE,CA,95901,10/15/1983,White,Asian American,Male,57521
939,CATHRYN,NULL,Beddingfield,208 EDGEMONT BOULEVARD,ALAMOSA,CO,81102,1/22/1994,White,Asian American,Male,15540
940,LELIA,K,Abruzzo,5900 S SANTA FE DRIVE,LITTLETON,CO,80160,11/13/1979,Hispanic,Asian American,Female,24615
941,CASANDRA,NULL,Amidon,14 E CACHE LA POUDRE,COLORADO SPRINGS,CO,80903,1/26/1978,White,Asian American,Male,82051
942,BRIDGETT,NULL,Babers,1500 ILLINOIS ST,GOLDEN,CO,80401,12/30/2001,White,Asian American,Male,55445
943,ANGELITA,NULL,Afanador,CARTER HALL-ROOM 1005,GREELEY,CO,80639,3/14/1989,Black,Asian American,Female,49317
944,JANNIE,NULL,Adolphus,102 ADMINISTRATION BUILDING,FORT COLLINS,CO,80523,12/26/1987,White,Asian American,Male,86416
945,DIONNE,NULL,Afshar,6399 SOUTH SANTA FE DRIVE,LITTLETON,CO,80120,8/5/1995,Hispanic,Asian American,Male,82728
946,ANNMARIE,NULL,Ache,1000 RIM DRIVE,DURANGO,CO,81301,12/6/1981,White,Asian American,Male,75365
947,KATINA,NULL,Bacy,2401 SOUTH MAIN STREET,LAMAR,CO,81052,5/26/1989,White,Asian American,Male,36239
948,BERYL,NULL,Arcila,1100 NORTH AVENUE,GRAND JUNCTION,CO,81501,1/22/1984,White,Asian American,Male,79391
949,PHOEBE,NULL,Amorim,500 KENNEDY DRIVE,RANGELY,CO,81648,2/15/1991,White,Asian American,Male,19005
950,MILLICENT,NULL,Beato,890 AURARIA PARKWAY,DENVER,CO,80204,8/6/1998,White,Asian American,Male,52886
951,KATHERYN,NULL,Aliotta,100 COLLEGE AVENUE,STERLING,CO,80751,12/9/1992,White,Asian American,Male,12954
952,DIANN,NULL,Asai,1802 COLORADO AVE,LA JUNTA,CO,81050,8/31/1993,White,Asian American,Female,37655
953,CARISSA,NULL,Belonger,3333 REGIS BOULEVARD,DENVER,CO,80221,7/18/1993,White,Asian American,Male,41875
954,MARYELLEN,NULL,Archangel,2200 BONFORTE BOULEVARD,PUEBLO,CO,81001,9/16/1999,White,Asian American,Male,70200
955,LIZ,NULL,Avirett,600 PROSPECT STREET,TRINIDAD,CO,81082,8/31/1975,White,Asian American,Male,20732
956,LAURI,NULL,Alfano,REGENT ADMINSTRATIVE CENTER 175,BOULDER,CO,80309,5/9/1992,White,Asian American,Male,55975
957,HELGA,NULL,Achziger,2199 SOUTH UNIVERSITY BLVD,DENVER,CO,80208,12/6/1990,White,Asian American,Female,53462
958,GILDA,NULL,Arreaga,TAYLOR HALL,GUNNISON,CO,81231,9/28/1995,Black,Asian American,Male,24903
959,ADRIAN,NULL,Anreozzi,700 PROSPECT STREET,NEW HAVEN,CT,6511,6/30/1984,White,Asian American,Male,58869
960,RHEA,NULL,Beaumont,1615 STANLEY ST-OFC FNCL AID,NEW BRITAIN,CT,6050,10/18/1991,White,Asian American,Male,80097
961,MARQUITA,NULL,Ballon,270 MOHEGAN AVE,NEW LONDON,CT,6320,12/3/1994,White,Asian American,Female,17038
962,HOLLIE,NULL,Ballentine,181 WHITE STREET,DANBURY,CT,6810,4/18/2001,White,Asian American,Male,86326
963,TISHA,NULL,Bandley,1073 NORTH BENSON ROAD,FAIRFIELD,CT,6430,1/11/1975,White,Asian American,Male,39025
964,TAMERA,NULL,Anis,33 PROSPECT HILL RD,CROMWELL,CT,6416,1/24/1975,White,Asian American,Male,19979
965,ANGELIQUE,NULL,Alff,GREAT PATH MS#11 PO BOX 1046,MANCHESTER,CT,6045,9/13/1979,White,Asian American,Male,12787
966,FRANCESCA,NULL,Amicone,437 PEQUOT AVE,NEW LONDON,CT,6320,2/15/1993,White,Asian American,Female,20980
967,BRITNEY,NULL,Arrand,300 BOSTON POST ROAD,WEST HAVEN,CT,6516,8/16/1991,White,Asian American,Male,11499
968,KAITLIN,NULL,Aumavae,PARK PLACE EAST,WINSTED,CT,6098,6/16/1989,White,Asian American,Female,23466
969,LOLITA,L,Balick,188 RICHARDS AVENUE,NORWALK,CT,6854,11/20/1998,White,Asian American,Female,24261
970,FLORINE,NULL,Aschenbrenner,800 COUNTRY CLUB ROAD,WATERBURY,CT,6723,2/3/1996,White,Asian American,Male,27104
971,ROWENA,NULL,Aue,MT CARMEL AVE,HAMDEN,CT,6518,7/16/1986,White,Asian American,Female,25353
972,REYNA,NULL,Beed,5151 PARK AVENUE,FAIRFIELD,CT,6825,11/22/1997,White,Asian American,Male,77051
973,TWILA,NULL,Benion,501 CRESCENT STREET,NEW HAVEN,CT,6515,5/24/1981,White,Asian American,Female,17826
974,FANNY,NULL,Bastidas,1678 ASYLUM AVENUE,WEST HARTFORD,CT,6117,1/15/1980,White,Asian American,Male,50776
975,JANELL,NULL,Beccue,300 SUMMIT STREET,HARTFORD,CT,6106,8/25/1987,White,Asian American,Male,25152
976,INES,NULL,Asberry,126 PARK AVENUE,BRIDGEPORT,CT,6601,9/10/1976,White,Asian American,Female,73039
977,CONCETTA,NULL,Astin,U-116,STORRS,CT,6269,1/16/1985,White,Asian American,Male,27533
978,BERTIE,NULL,Aune,1 UNIVERSITY PL,STAMFORD,CT,6901,10/5/1990,White,Asian American,Male,54080
979,ALBA,NULL,Abigantus,855 UNIVERSITY DRIVE,TORRINGTON,CT,6790,9/8/1982,White,Asian American,Female,67905
980,BRIGITTE,NULL,Benavente,200 BLOOMFIELD AVE,WEST HARTFORD,CT,6117,12/20/1996,White,Asian American,Female,21864
981,ALYSON,NULL,Arabian,237 HIGH STREET,MIDDLETOWN,CT,6459,8/18/1995,White,Asian American,Male,38457
982,VONDA,NULL,Angry,83 WINDHAM STREET,WILLIMANTIC,CT,6226,12/14/1978,White,Asian American,Female,13200
983,PANSY,NULL,Benny,246 CHURCH ST  PO BOX 208288,NEW HAVEN,CT,6520,3/7/1994,White,Asian American,Male,54871
984,ELBA,NULL,Belfy,1200 NORTH DUPONT HIGHWAY,DOVER,DE,19901,1/31/1978,Black,Asian American,Male,45184
985,NOELLE,NULL,Auzat,4701 LIMESTONE RD,WILMINGTON,DE,19808,5/24/1991,White,Asian American,Male,73301
986,LETITIA,NULL,Balowski,224 HULLIHEN HALL,NEWARK,DE,19716,9/8/1983,White,Asian American,Female,61792
987,KITTY,NULL,Achor,120 N STATE STREET,DOVER,DE,19901,6/23/1991,Unknown,Asian American,Male,28027
988,DEANN,NULL,Behrend,4400 MASSACHUSETTS AVE NW,WASHINGTON,DC,20016,8/1/1982,Hispanic,Asian American,Male,11845
989,BRANDIE,NULL,Berling,11301 SPRINGFIELD ROAD,LAUREL,MD,20708,2/6/1998,White,Asian American,Male,16816
990,LOUELLA,NULL,Altermatt,620 MICHIGAN AVE NE,WASHINGTON,DC,20064,3/19/1997,White,Asian American,Male,88310
991,LETA,NULL,Amore,800 FLORIDA AVE NE,WASHINGTON,DC,20002,2/1/1990,White,Asian American,Male,76488
992,FELECIA,NULL,Barca,2121 EYE STREET  NW,WASHINGTON,DC,20052,3/13/1999,White,Asian American,Male,46699
993,SHARLENE,NULL,Beach,37TH & O ST NW,WASHINGTON,DC,20057,10/31/1999,White,Asian American,Female,58883
994,LESA,NULL,Altew,2400 SIXTH STREET NW,WASHINGTON,DC,20059,8/19/2001,Black,Asian American,Male,87814
995,BEVERLEY,NULL,Benanti,1025 - 15TH STREET NW,WASHINGTON,DC,20005,7/15/1980,Hispanic,Asian American,Male,34163
996,ROBERT,NULL,Behlke,125 MICHIGAN AVE NE,WASHINGTON,DC,20017,12/21/1976,White,Asian American,Male,54447
997,ISABELLA,NULL,Amaro,11300 NE SECOND AVE,MIAMI SHORES,FL,33161,6/7/1987,White,Asian American,Female,56806
998,HERMINIA,R,Anderegg,640 DR. MARY MCLEOD BETHUNE BLVD,DAYTONA BEACH,FL,32114,9/7/1989,Hispanic,Asian American,Male,57217
999,TERRA,NULL,Axelsen,16401 N W 37TH AVENUE,MIAMI GARDENS,FL,33054,10/10/1983,White,Asian American,Male,64589
1000,Divyesh,NULL,Batra,150 W. UNIVERSITY BLVD,MELBOURNE,FL,32901,6/16/1990,Asian,Asian American,Male,41948
